brand,url,description,primary_image,promo_price,color,price,category,crawl_date,title,retailer_site
kate spade,https://www.katespade.com/products/always-flowers-ballpoint-pen/187658.html,"those with a propensity toward flowery language will adore this ballpoint pen, which inspires an extra little flourish in all matters of handwritten correspondence.",https://katespade.insnw.net/KateSpade/187658_710?$s7fullsize$,29.00,gold,36.00,sale view all,2019-08-22 16:35:02.986970,always flowers ballpoint pen,https://www.katespade.com/
kate spade,https://www.katespade.com/products/heavy-metals-bow-slider-bracelet/WBRUF627.html,it's always a good time to add a little shine.,https://katespade.insnw.net/KateSpade/WBRUF627_711?$s7fullsize$,34.00,gold,48.00,sale just added,2019-08-22 16:35:03.746558,heavy metals bow slider bracelet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/little-bit-of-that-medium-canister/L857007.html,"keep sugar, chocolate chips and other staples handy in this glass container, which bears the helpful (and humorous) label, ""a little bit of that.""",https://katespade.insnw.net/KateSpade/L857007_000?$s7fullsize$,20.00,multi,25.00,sale view all,2019-08-22 16:35:04.462560,little bit of that medium canister,https://www.katespade.com/
kate spade,https://www.katespade.com/products/scallop-jacket/716454352786.html,"functional and feminine is our style motto. this fitted zip-up with sweet scallops and a thumbhole is made of the softest studio jersey (read: it's super-stretchy and quick-drying). wear it from bikram to brunch, pilates to pedicures, spinning to supper...it's very versatile.",https://katespade.insnw.net/KateSpade/1JMU0019_001?$s7fullsize$,104.00,black,148.00,sale clothing,2019-08-22 16:35:05.973717,scallop jacket,https://www.katespade.com/
kate spade,https://www.katespade.com/products/little-bit-of-this-large-canister/L857008.html,"keep flour, pasta and other essentials fresh in this glass container, which bears the helpful (and humorous) label, ""a little bit of this.""",https://katespade.insnw.net/KateSpade/L857008_000?$s7fullsize$,24.00,multi,30.00,sale view all,2019-08-22 16:35:06.611744,little bit of this large canister,https://www.katespade.com/
kate spade,https://www.katespade.com/products/golden-floral-large-spiral-notebook/183358.html,even note-taking and list-making can be a joy when you're using our golden floral large spiral notebook. it's a worthy receptacle for all of your brightest ideas.,https://katespade.insnw.net/KateSpade/183358_710?$s7fullsize$,14.00,gold,18.00,sale view all,2019-08-22 16:35:07.288128,golden floral large spiral notebook,https://www.katespade.com/
kate spade,https://www.katespade.com/products/initial-i.d.-holder/L883597.html,"your i.d. is very personal, so the thing that holds it should be too.",https://katespade.insnw.net/KateSpade/L883597_A?$s7fullsize$,28.00,A,35.00,sale view all,2019-08-22 16:35:09.000699,initial i.d. holder,https://www.katespade.com/
kate spade,https://www.katespade.com/products/hyde-lane-riley/098687392136.html,"made from textured coated fabric with bold white and cream stripes, the hyde lane stripe riley adds a classic touch to any ensemble. a spacious, open-topped tote, it's well-suited to commuting, running errands, shopping and other pursuits that might require a bit of heavy lifting.",https://katespade.insnw.net/KateSpade/PXRU8043_677?$s7fullsize$,139.00,rose dew multi,198.00,sale handbags wallets,2019-08-22 16:35:09.843443,hyde lane riley,https://www.katespade.com/
kate spade,https://www.katespade.com/products/scallop-crop-legging/1JMU0065.html,"functional and feminine is our style motto. this cropped black legging is finished with sweet scallops and made of the softest studio jersey (read: they're super-stretchy and quick-drying). wear them from bikram to brunch, pilates to pedicures, spinning to supper...they're very versatile.",https://katespade.insnw.net/KateSpade/1JMU0065_001?$s7fullsize$,69.00,black,98.00,sale clothing,2019-08-22 16:35:10.800447,scallop crop legging,https://www.katespade.com/
kate spade,https://www.katespade.com/products/cameron-street-clarise/PXRU7507-1.html,"a simple, boxy bag with two zippered compartments, the cameron street clarise can be carried crossbody or clutch-style, making it a perfect match for everything from dresses to jeans.",https://katespade.insnw.net/KateSpade/PXRU7507_442_R?$s7fullsize$,119.00,morning dawn,198.00,sale handbags wallets,2019-08-22 16:35:13.857274,cameron street clarise,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-snake-embossed-twistlock-small-top-handle-bag/PXRUA613.html,"as seen on our fall 2019 runway. the nicola snake-embossed twistlock small top handle bag is a petite, structured take on our original shoulder bag of the same name. crafted from luxe python-embossed italian leather, it features a clever spade heart twistlock closure that opens up to a spacious interior with slip pockets for organization. the plunge on the back slip pocket is a seductively subtle nod to the curves of our signature mark. and the optional and adjustable shoulder strap is there for those times your hands are already occupied.",https://katespade.insnw.net/KateSpade/PXRUA613_899?$s7fullsize$,428.00,cherrywood,198.00,handbags shoulder bags,2019-08-22 16:35:15.803537,nicola snake embossed twistlock small top handle bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-metallic-leopard-twistlock-small-convertible-chain-shoulder-bag/PXRUA611.html,"as seen on our fall 2019 runway: the nicola twistlock small convertible shoulder bag in leopard-print italian leather with an eye-catching metallic finish. true to the original handbag of the same name, its strong silhouette is balanced with soft, feminine details like rounded corners and refined, jewelry-like hardware, including a beautiful chain strap that doubles for a shorter look. a spade heart twistlock with a (very) satisfying 'click' closure adorns the front; the plunge on the back slip pocket is a seductively subtle nod to the curves of our signature mark. inside, a zipper pocket and additional slip pocket keep your essentials organized.",https://katespade.insnw.net/KateSpade/PXRUA611_985?$s7fullsize$,398.00,rose gold multi,198.00,handbags shoulder bags,2019-08-22 16:35:58.463750,nicola metallic leopard twistlock small convertible chain shoulder bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-haircalf-twistlock-medium-convertible-chain-shoulder-bag/PXRUA607.html,"as seen on our fall 2019 runway: the nicola twistlock medium convertible shoulder bag in luxe calf hair printed with fierce leopard spots. true to the original handbag of the same name, its strong silhouette is balanced with soft, feminine details like rounded corners and refined, jewelry-like hardware, including a beautiful chain strap that doubles for a shorter look. a spade heart twistlock with a (very) satisfying 'click' closure adorns the front; the plunge on the back slip pocket is a seductively subtle nod to the curves of our signature mark. inside, a zipper pocket and additional slip pocket keep your essentials organized.",https://katespade.insnw.net/KateSpade/PXRUA607_245?$s7fullsize$,498.00,natural multi,198.00,handbags shoulder bags,2019-08-22 16:35:59.718328,nicola haircalf twistlock medium convertible chain shoulder bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-east-west-crossbody/PWRU7303.html,"this bag might be mini, but it does quite a lot. the margaux east west crossbody--made from refined grain leather--features so many pockets to organize your things. one at the front, one at the back and six card slots at the interior, to be exact. another fun fact: the jewelry-like chain strap is detachable, so it can be worn as a clutch should your outfits require it.",https://katespade.insnw.net/KateSpade/PWRU7303_383?$s7fullsize$,168.00,pressed flowers,198.00,handbags cross body,2019-08-22 16:36:01.474877,margaux east west crossbody,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-medium-satchel/PXRUA161.html,"our margaux medium satchel is defined by its curved, feminine silhouette, molded handles and functional interior. crafted from refined grain leather, it features two slip pockets and a domed zipper compartment, inspired by the lines of a scallop, with even more storage space inside. an adjustable crossbody strap gives you the option to go hands-free. the leather luggage tag is finished with an enamel spade, our signature mark.",https://katespade.insnw.net/KateSpade/PXRUA161_378?$s7fullsize$,,deep evergreen multi,298.00,handbags satchels,2019-08-22 16:36:02.922818,margaux medium satchel,https://www.katespade.com/
kate spade,https://www.katespade.com/products/candid-suede-medium-camera-bag/PXRUA484.html,"our candid medium camera bag gets a luxe spin for fall in smooth italian suede and leather. one of our most functional crossbodies to date, it has multiple slip pockets on the inside and out, which means space for the important things with rummage-free access when you need them. once closed, a push-stud at the side locks the zipper into place to keep it all safe. and the twill strap is both adjustable and detachable, plus flips to another color to go with all your looks. and the multicolored smooth italian leather and optional luggage tag make it just as beautiful as it is practical.",https://katespade.insnw.net/KateSpade/PXRUA484_780?$s7fullsize$,,tinted rose,278.00,handbags cross body,2019-08-22 16:36:03.892106,candid suede medium camera bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/candid-metallic-leopard-medium-camera-bag/PXRUA490.html,"our candid medium camera bag gets a fierce spin for fall in metallic leopard-print smooth italian leather. one of our most functional crossbodies to date, it has multiple slip pockets on the inside and out, which means space for the important things with rummage-free access when you need them. once closed, a push-stud at the side locks the zipper into place to keep it all safe. and the twill strap is both adjustable and detachable, plus flips to another color to go with all your looks. and the multicolored smooth italian leather and optional luggage tag make it just as beautiful as it is practical.",https://katespade.insnw.net/KateSpade/PXRUA490_985?$s7fullsize$,,rose gold multi,298.00,handbags cross body,2019-08-22 16:36:06.361992,candid metallic leopard medium camera bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-slim-continental-wallet/PWRU7100.html,"our margaux slim continental wallet is defined by its curved, feminine silhouette and functional interior. crafted from refined grain leather, it features 12 card slots, two billfold compartments, one middle zip pocket and a slip pocket on the outside. a foil embossed logo is the beautiful finishing touch.",https://katespade.insnw.net/KateSpade/PWRU7100_102?$s7fullsize$,,light fawn,158.00,wallets large wallets,2019-08-22 16:36:09.152005,margaux slim continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-graphic-clover-appliqu%C3%A9-chain-wallet/PWRU7343.html,"here's a wallet on a chain that also fits your actual wallet should you want to carry that, too. we love the clean, boxy shape constructed from durable crossgrain leather appliquéd with eye-catching spade clovers. functionality-wise, the domed slip pocket on the back and zipper pocket inside are very handy. we usually wear it as a crossbody, but it works over your shoulder or as a clutch for fancier situations.",https://katespade.insnw.net/KateSpade/PWRU7343_528?$s7fullsize$,,orchid multi,198.00,handbags cross body,2019-08-22 16:36:10.051432,sylvia graphic clover appliqué chain wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-graphic-clover-appliqu%C3%A9-slim-continental-wallet/PWRU7347.html,"here's a classic wallet to hold your cards, cash and change for years to come. don't let the slim profile fool you: lots of pockets and compartments inside give you plenty of space to organize. it's made from durable crossgrain leather, appliquéd with eye-catching spade clovers, to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7347_528?$s7fullsize$,,orchid multi,178.00,wallets large wallets,2019-08-22 16:36:35.590529,sylvia graphic clover appliqué slim continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/cameron-large-continental-wallet/098687392259.html,"slim continental wallet is defined by its curved, feminine silhouette and functional interior. crafted from refined grain leather, it features 12 card slots, 2 billfold compartments, 1 middle zip pocket and a slip pocket on the outside. a foil emboss logo is the beautiful finishing touch.",https://katespade.insnw.net/KateSpade/WLRU5449_195?$s7fullsize$,,tusk/black,189.00,wallets large wallets,2019-08-22 16:36:43.091145,cameron large continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-meadow-card-holder/PWRU7530.html,"here's a printed cardholder you'll have for years to come. the pretty domed pockets on both sides give you plenty of space, because we all know your card collection will grow over time. it's made from durable faux leather in our meadow print to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7530_098?$s7fullsize$,,black multi,50.00,wallets card holders,2019-08-22 16:36:50.235729,sylvia meadow card holder,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-large-continental-wallet/PWRU7599.html,"here's a classic wallet to hold your cards, cash and change for years to come. don't let the slim profile fool you: when unzipped, it expands to reveal lots of pockets and compartments inside to give you plenty of space to organize. it's made from durable crossgrain leather to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7599_429?$s7fullsize$,,blazer blue,188.00,wallets large wallets,2019-08-22 16:37:24.688085,sylvia large continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-slim-continental-wallet/PWRU7245.html,"here's a classic wallet to hold your cards, cash and change for years to come. don't let the slim profile fool you: lots of pockets and compartments inside give you plenty of space to organize. it's made from durable crossgrain leather to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7245_102_R?$s7fullsize$,,light fawn,158.00,the digital printing shop,2019-08-22 16:37:26.003242,sylvia slim continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-small-slim-bifold-wallet/PWRU7249.html,"here's a classic bifold wallet to hold your cards, cash, change and love notes for years to come. don't let the slim profile fool you: lots of pockets inside give you plenty of space to organize. it's made from durable crossgrain leather to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7249_899?$s7fullsize$,,cherrywood,98.00,wallets small wallets,2019-08-22 16:37:26.837920,sylvia small slim bifold wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-mini-keyring-wallet/PWRU7239.html,"here's a classic mini keyring wallet you'll have for years to come. the pretty domed slots and zipper coin pocket give you plenty of space, because we all know your card (and receipt) collection will grow over time.",https://katespade.insnw.net/KateSpade/PWRU7239_385?$s7fullsize$,,blustery pink,98.00,wallets small wallets,2019-08-22 16:37:27.680757,sylvia mini key ring wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/spencer-zip-around-continental-wallet/PWRU7750.html,"our spencer continental wallet is done in a new saffiano leather we introduced this summer. its soft texture is nice to touch and durable against drops and scratches so it'll keep its sleek, luxe look. of course, we made this wallet as functional as it is beautiful: unsnapping it reveals that the spade flower jacquard-lined interior is filled with plenty of slots, slip pockets and zipper pockets for your current and growing card and receipt collection.",https://katespade.insnw.net/KateSpade/PWRU7750_312?$s7fullsize$,,deep evergreen,188.00,wallets large wallets,2019-08-22 16:37:29.853543,spencer zip-around continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/spencer-compact-wallet/PWRU7748.html,"our spencer compact wallet is done in a new saffiano leather we introduced this summer. its soft texture is nice to touch and durable against drops and scratches so it'll keep its sleek, luxe look. of course, we made this wallet as functional as it is beautiful: unsnapping it reveals that the spade flower jacquard-lined interior is filled with plenty of slots, slip pockets and zipper pockets for your current and growing card and receipt collection.",https://katespade.insnw.net/KateSpade/PWRU7748_563?$s7fullsize$,,nightcap blue,148.00,wallets small wallets,2019-08-22 16:37:30.726577,spencer compact wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-twistlock-flap-continental-wallet/PWRU7498.html,"the nicola twistlock flap continental wallet is true to the original handbag of the same name. crafted from smooth italian leather, it features a mini spade heart twistlock closure that opens up to plenty of slots (10 to be exact) for your growing card and receipt collection. slip it in your favorite handbag or carry it on its own as a clutch.",https://katespade.insnw.net/KateSpade/PWRU7498_001?$s7fullsize$,,black,228.00,wallets large wallets,2019-08-22 16:37:44.112238,nicola twistlock flap continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-slim-continental-wallet/PWRU7771.html,"our margaux slim continental wallet is defined by its curved, feminine silhouette and functional interior. crafted from refined grain leather, it features 12 card slots, two billfold compartments, one middle zip pocket and a slip pocket on the outside. a foil embossed logo is the beautiful finishing touch.",https://katespade.insnw.net/KateSpade/PWRU7771_383?$s7fullsize$,,pressed flowers,158.00,,2019-08-22 16:37:44.163638,margaux slim continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/grace-platform-sandals/640819602332.html,"platforms are having a moment. so we made our grace sandals sky-high and easy to walk in. the supple leather, crisscross vamp straps and buckled ankle strap are classic details that come together to create a '70s-ish vibe.",https://katespade.insnw.net/KateSpade/S9700819_802?$s7fullsize$,,brick,258.00,shoes pumps,2019-08-22 16:37:46.068416,grace platform sandals,https://www.katespade.com/
kate spade,https://www.katespade.com/products/draped-suiting-pant/NJMUA716.html,"here's our feminine twist on a menswear-inspired staple. featuring classic details like a pleated front, creased legs and side and back pockets, these trousers are updated with a slender adjustable d-ring belt and flattering, wide-leg silhouette. the best part: the airy crepe suiting fabric makes it an ideal transitional piece when the weather starts to cool down. try it with a matching blazer or printed blouse.",https://katespade.insnw.net/KateSpade/NJMUA716_586?$s7fullsize$,,red jasper,398.00,clothing pants,2019-08-22 16:37:47.097103,draped suiting pant,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-meadow-small-slim-bifold-wallet/PWRU7546.html,"here's a printed bifold wallet to hold your cards, cash, change and love notes for years to come. don't let the slim profile fool you: lots of pockets inside give you plenty of space to organize. it's made from durable faux leather in our meadow print to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7546_098?$s7fullsize$,,black multi,98.00,wallets small wallets,2019-08-22 16:37:47.212532,sylvia meadow small slim bifold wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-small-keyring-wallet/PWRU7157.html,"here's a way to keep all of your absolute, can't-leave-the-house-withouts in one place. our small keyring wallet has card slots, slip pockets, a zippered coin compartment and a clip for your house keys. other important details worth noting: it's made from refined grain leather and has a round slip pocket on the back is inspired by the curves of a scallop.",https://katespade.insnw.net/KateSpade/PWRU7157_383?$s7fullsize$,,pressed flowers,98.00,wallets small wallets,2019-08-22 16:37:47.257024,margaux small key ring wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-flap-cardholder/PWRU7146.html,"the margaux flap cardholder fits in your mini bags and still has enough room for your important credit cards, i.d., receipts, love notes... there is one slot at the back, one inside, and a small interior compartment, if we're talking numbers. the luxe refined grain leather and spade floral jacquard lining are just the icing on top of the cake.",https://katespade.insnw.net/KateSpade/PWRU7146_106?$s7fullsize$,,black/warm taupe,68.00,wallets card holders,2019-08-22 16:37:47.313710,margaux flap card case,https://www.katespade.com/
kate spade,https://www.katespade.com/products/leather-tie-waist-dress/NJMUA704.html,"this solid sheath dress in rich burgundy is destined to become the center of all your looks for fall. (and winter, spring and summer.) the v-neck, short puff sleeves and self-tie belt create a silhouette that's strong enough all on its own. but it also looks just as cute should you choose to layer it over a turtleneck or silky blouse. the supple lambskin leather with a silky satin lining makes it feel just as luxurious as it looks.",https://katespade.insnw.net/KateSpade/NJMUA704_610?$s7fullsize$,,cherry wood,1,clothing dresses jumpsuits 1,2019-08-22 16:37:48.642040,leather tie waist dress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/silk-point-collar-blouse/767883402375.html,"this polished blouse is a true closet staple. and the silk crêpe de chine is just as soft as it looks, so you'll actually want to wear it with everything. we added classic menswear-inspired touches, like the point collar and barrel cuffs. it's sure to be your go-to layering piece under all your dresses and sweaters. we love it so much, we sent it down the runway in multiple colors for our fall 2019 fashion show.",https://katespade.insnw.net/KateSpade/NJMUA732_755?$s7fullsize$,,purple shade,298.00,tops blouses,2019-08-22 16:37:48.854830,silk point collar blouse,https://www.katespade.com/
